land,wahlkreis,gemeinde,bezirksart,bsw_votes,bd_votes,valid_total,bsw_pred_pct,bsw_resid,bsw_resid_z,p_bsw_zero,bd_zscore_land,flags,recount_status,source,claim
NW,118,"Essen, Stadt (Teil)",5,4,0,197,5.912,-3.882,-2.429,9e-06,-0.711,large_negative_resid,unknown,,
NW,118,"Essen, Stadt (Teil)",5,8,4,253,5.078,-1.916,-1.199,3e-06,7.792,high_bd,unknown,,
NW,118,"Essen, Stadt (Teil)",5,20,3,469,4.487,-0.222,-0.139,0.0,2.729,high_bd,unknown,,
NW,119,"Essen, Stadt (Teil)",0,33,6,889,4.387,-0.675,-0.423,0.0,2.919,high_bd,unknown,,
NW,119,"Essen, Stadt (Teil)",0,25,1,826,8.692,-5.665,-3.545,0.0,-0.06,large_negative_resid,unknown,,
NW,119,"Essen, Stadt (Teil)",0,12,2,842,7.813,-6.388,-3.997,0.0,0.566,large_negative_resid,unknown,,
NW,119,"Essen, Stadt (Teil)",5,12,3,424,3.938,-1.107,-0.693,0.0,3.094,high_bd,unknown,,
NW,120,"Recklinghausen, Stadt",0,49,6,698,4.652,2.368,1.482,0.0,3.912,high_bd,unknown,,
NW,120,"Recklinghausen, Stadt",5,3,3,428,3.341,-2.64,-1.652,1e-06,3.058,high_bd,unknown,,
NW,121,"Datteln, Stadt",5,5,2,308,4.133,-2.509,-1.57,3e-06,2.781,high_bd,unknown,,
NW,121,"Datteln, Stadt",5,16,3,342,3.808,0.871,0.545,2e-06,4.006,high_bd,unknown,,
NW,121,"Datteln, Stadt",5,12,3,364,4.435,-1.139,-0.712,0.0,3.721,high_bd,unknown,,
NW,121,"Herten, Stadt",0,43,7,1220,4.166,-0.641,-0.401,0.0,2.375,high_bd,unknown,,
NW,121,"Herten, Stadt",5,33,4,660,4.034,0.966,0.604,0.0,2.548,high_bd,unknown,,
NW,121,"Herten, Stadt",5,14,5,360,4.368,-0.479,-0.3,0.0,6.759,high_bd,unknown,,
NW,121,"Herten, Stadt",5,14,6,343,5.145,-1.064,-0.665,0.0,8.697,high_bd,unknown,,
NW,121,"Marl, Stadt",0,34,3,377,5.469,3.55,2.221,0.0,3.568,high_bd,unknown,,
NW,121,"Marl, Stadt",0,33,3,560,5.346,0.546,0.342,0.0,2.17,high_bd,unknown,,
NW,121,"Marl, Stadt",0,30,6,605,5.628,-0.67,-0.419,0.0,4.622,high_bd,unknown,,
NW,121,"Marl, Stadt",0,18,3,470,5.082,-1.252,-0.783,0.0,2.722,high_bd,unknown,,
NW,121,"Marl, Stadt",0,33,3,567,4.832,0.988,0.619,0.0,2.134,high_bd,unknown,,
NW,121,"Oer-Erkenschwick, Stadt",0,24,2,339,5.048,2.032,1.272,0.0,2.462,high_bd,unknown,,
NW,122,"Gelsenkirchen, Stadt",0,13,1,178,7.4,-0.097,-0.061,2e-06,2.31,high_bd,unknown,,
NW,122,"Gelsenkirchen, Stadt",0,21,2,329,5.815,0.568,0.355,0.0,2.558,high_bd,unknown,,
NW,122,"Gelsenkirchen, Stadt",0,26,4,687,4.596,-0.812,-0.508,0.0,2.42,high_bd,unknown,,
NW,122,"Gelsenkirchen, Stadt",0,19,3,543,4.348,-0.849,-0.531,0.0,2.26,high_bd,unknown,,
NW,122,"Gelsenkirchen, Stadt",5,8,1,554,4.711,-3.267,-2.044,0.0,0.259,large_negative_resid,unknown,,
NW,122,"Gelsenkirchen, Stadt",5,36,4,632,5.265,0.431,0.27,0.0,2.693,high_bd,unknown,,
NW,123,"Ahaus, Stadt",0,37,5,705,3.01,2.238,1.401,0.0,3.103,high_bd,unknown,,
NW,123,"Ahaus, Stadt",5,20,6,886,2.482,-0.224,-0.14,0.0,2.931,high_bd,unknown,,
NW,123,Metelen,0,7,6,510,2.468,-1.096,-0.686,3e-06,5.616,high_bd,unknown,,
NW,123,"Rheine, Stadt",0,25,5,943,3.339,-0.687,-0.43,0.0,2.14,high_bd,unknown,,
NW,123,"Steinfurt, Stadt",0,36,6,796,3.372,1.15,0.72,0.0,3.343,high_bd,unknown,,
NW,124,"Bottrop, Stadt",0,25,2,385,5.981,0.513,0.321,0.0,2.083,high_bd,unknown,,
NW,124,"Bottrop, Stadt",5,31,4,772,4.396,-0.381,-0.238,0.0,2.075,high_bd,unknown,,
NW,124,"Dorsten, Stadt",0,39,5,785,5.054,-0.086,-0.054,0.0,2.714,high_bd,unknown,,
NW,124,"Gladbeck, Stadt",0,49,6,619,5.397,2.519,1.576,0.0,4.502,high_bd,unknown,,
NW,124,"Gladbeck, Stadt",5,5,1,195,4.302,-1.738,-1.087,0.000227,2.047,high_bd,unknown,,
NW,124,"Gladbeck, Stadt",5,5,2,199,4.226,-1.714,-1.072,0.000223,4.694,high_bd,unknown,,
NW,124,"Gladbeck, Stadt",5,13,2,303,4.576,-0.285,-0.179,1e-06,2.839,high_bd,unknown,,
NW,125,"Stadtlohn, Stadt",0,2,1,196,1.677,-0.657,-0.411,0.037337,2.033,high_bd,unknown,,
NW,125,"Vreden, Stadt",0,21,3,572,3.653,0.018,0.011,0.0,2.109,high_bd,unknown,,
NW,126,"Coesfeld, Stadt",0,35,4,700,3.69,1.31,0.82,0.0,2.362,high_bd,unknown,,
NW,126,"Coesfeld, Stadt",0,29,4,764,4.111,-0.315,-0.197,0.0,2.105,high_bd,unknown,,
NW,126,"Dülmen, Stadt",0,32,4,743,3.891,0.416,0.261,0.0,2.184,high_bd,unknown,,
NW,126,"Lüdinghausen, Stadt",0,15,3,580,3.309,-0.723,-0.452,0.0,2.071,high_bd,unknown,,
NW,126,"Lüdinghausen, Stadt",0,14,3,547,2.524,0.036,0.022,1e-06,2.238,high_bd,unknown,,
NW,126,"Lüdinghausen, Stadt",5,10,2,389,2.754,-0.184,-0.115,2.2e-05,2.054,high_bd,unknown,,
NW,126,"Olfen, Stadt",5,25,7,870,3.152,-0.279,-0.174,0.0,3.616,high_bd,unknown,,
NW,127,"Ibbenbüren, Stadt",0,7,2,369,2.94,-1.043,-0.653,1.9e-05,2.204,high_bd,unknown,,
NW,127,"Ibbenbüren, Stadt",0,17,4,762,3.205,-0.974,-0.609,0.0,2.112,high_bd,unknown,,
NW,127,"Ibbenbüren, Stadt",0,14,4,634,3.73,-1.522,-0.952,0.0,2.682,high_bd,unknown,,
NW,127,"Lengerich, Stadt",0,23,3,465,4.739,0.207,0.129,0.0,2.759,high_bd,unknown,,
NW,127,"Lengerich, Stadt",0,11,2,296,2.966,0.751,0.47,0.000154,2.923,high_bd,unknown,,
NW,127,"Tecklenburg, Stadt",5,0,17,735,3.177,-3.177,-1.988,0.0,11.728,suspicious_zero|high_bd|zero_bsw_nonzero_bd,unknown,,
NW,128,"Münster, Stadt",0,28,4,709,2.08,1.869,1.17,0.0,2.323,high_bd,unknown,,
NW,128,"Münster, Stadt",0,30,2,325,3.391,5.84,3.654,1.6e-05,2.598,high_bd,unknown,,
NW,129,"Beckum, Stadt",0,25,3,589,4.328,-0.084,-0.052,0.0,2.028,high_bd,unknown,,
NW,129,"Sassenberg, Stadt",0,18,3,473,3.166,0.639,0.4,0.0,2.7,high_bd,unknown,,
NW,129,"Sassenberg, Stadt",0,20,4,529,3.54,0.241,0.151,0.0,3.355,high_bd,unknown,,
NW,130,"Borgholzhausen, Stadt",5,20,3,528,3.764,0.024,0.015,0.0,2.344,high_bd,unknown,,
NW,130,"Gütersloh, Stadt",5,11,4,371,3.739,-0.774,-0.484,1e-06,5.087,high_bd,unknown,,
NW,130,"Rheda-Wiedenbrück, Stadt",5,14,2,367,3.812,0.003,0.002,1e-06,2.22,high_bd,unknown,,
NW,130,"Rietberg, Stadt",0,18,5,747,2.503,-0.093,-0.058,0.0,2.889,high_bd,unknown,,
NW,130,"Verl, Stadt",0,26,3,563,3.525,1.093,0.684,0.0,2.155,high_bd,unknown,,
NW,130,"Verl, Stadt",0,20,3,527,3.153,0.642,0.402,0.0,2.35,high_bd,unknown,,
NW,130,"Versmold, Stadt",0,22,3,541,4.163,-0.097,-0.061,0.0,2.271,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,20,2,392,5.714,-0.612,-0.383,0.0,2.033,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,35,4,564,4.533,1.673,1.047,0.0,3.103,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,12,4,694,3.54,-1.811,-1.133,0.0,2.389,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,33,6,603,4.837,0.636,0.398,0.0,4.64,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,23,3,550,4.808,-0.626,-0.392,0.0,2.222,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,27,3,583,4.012,0.619,0.387,0.0,2.056,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",0,48,6,690,5.008,1.948,1.219,0.0,3.965,high_bd,unknown,,
NW,131,"Bielefeld, Stadt",5,40,5,713,4.264,1.346,0.842,0.0,3.06,high_bd,unknown,,
NW,132,"Enger, Widukindstadt",0,30,5,883,5.211,-1.814,-1.135,0.0,2.334,high_bd,unknown,,
NW,132,"Herford, Hansestadt",0,14,0,427,6.826,-3.548,-2.22,0.0,-0.711,large_negative_resid,unknown,,
NW,132,"Herford, Hansestadt",0,62,6,869,6.374,0.76,0.476,0.0,3.002,high_bd,unknown,,
NW,132,"Herford, Hansestadt",0,47,5,973,5.528,-0.698,-0.437,0.0,2.052,high_bd,unknown,,
NW,132,Rödinghausen,0,18,4,533,4.953,-1.575,-0.986,0.0,3.325,high_bd,unknown,,
NW,132,Rödinghausen,5,11,1,597,5.765,-3.922,-2.454,0.0,0.19,large_negative_resid,unknown,,
NW,132,"Vlotho, Stadt",5,43,4,778,5.663,-0.136,-0.085,0.0,2.054,high_bd,unknown,,
NW,132,"Bad Oeynhausen, Stadt",0,63,5,940,5.872,0.83,0.52,0.0,2.149,high_bd,unknown,,
NW,132,"Bad Oeynhausen, Stadt",0,32,4,580,5.477,0.04,0.025,0.0,2.998,high_bd,unknown,,
NW,133,"Espelkamp, Stadt",0,29,7,542,4.666,0.685,0.429,0.0,6.235,high_bd,unknown,,
NW,133,"Espelkamp, Stadt",0,30,3,446,4.785,1.942,1.215,0.0,2.906,high_bd,unknown,,
NW,133,Hüllhorst,0,14,2,268,4.126,1.098,0.687,1.6e-05,3.302,high_bd,unknown,,
NW,133,"Minden, Stadt",0,19,3,501,3.872,-0.08,-0.05,0.0,2.509,high_bd,unknown,,
NW,133,"Minden, Stadt",0,51,5,917,3.925,1.637,1.024,0.0,2.221,high_bd,unknown,,
NW,133,"Petershagen, Stadt",0,2,1,156,3.779,-2.497,-1.562,0.002753,2.736,high_bd,unknown,,
NW,133,"Petershagen, Stadt",5,20,3,573,4.005,-0.515,-0.322,0.0,2.105,high_bd,unknown,,
NW,133,"Porta Westfalica, Stadt",0,36,4,703,3.732,1.389,0.869,0.0,2.349,high_bd,unknown,,
NW,133,"Porta Westfalica, Stadt",5,28,3,592,4.0,0.73,0.457,0.0,2.014,high_bd,unknown,,
NW,133,"Porta Westfalica, Stadt",5,16,3,418,3.486,0.342,0.214,0.0,3.149,high_bd,unknown,,
NW,134,"Barntrup, Stadt",0,2,1,187,2.872,-1.803,-1.128,0.004649,2.165,high_bd,unknown,,
NW,134,"Blomberg, Stadt",5,47,5,964,3.363,1.512,0.946,0.0,2.078,high_bd,unknown,,
NW,134,"Detmold, Stadt",0,47,4,764,4.336,1.816,1.136,0.0,2.105,high_bd,unknown,,
NW,134,"Detmold, Stadt",0,29,4,693,3.252,0.932,0.583,0.0,2.393,high_bd,unknown,,
NW,134,Extertal,0,33,3,583,3.903,1.757,1.1,0.0,2.056,high_bd,unknown,,
NW,134,Extertal,0,14,2,268,3.471,1.753,1.097,9.1e-05,3.302,high_bd,unknown,,
NW,134,Extertal,0,1,0,88,4.44,-3.304,-2.067,0.020092,-0.711,large_negative_resid,unknown,,
NW,134,Kalletal,0,15,4,324,4.435,0.195,0.122,1e-06,5.929,high_bd,unknown,,
NW,134,"Lemgo, Stadt",0,21,3,589,2.48,1.085,0.679,0.0,2.028,high_bd,unknown,,
NW,134,Leopoldshöhe,0,15,3,519,2.929,-0.039,-0.024,0.0,2.397,high_bd,unknown,,
NW,134,"Oerlinghausen, Stadt",0,22,4,439,3.126,1.885,1.18,1e-06,4.189,high_bd,unknown,,
NW,135,"Bad Driburg, Stadt",0,31,3,453,4.872,1.971,1.234,0.0,2.85,high_bd,unknown,,
NW,135,"Beverungen, Stadt",5,31,5,975,3.664,-0.484,-0.303,0.0,2.047,high_bd,unknown,,
NW,135,"Borgentreich, Orgelstadt",0,3,1,127,2.37,-0.008,-0.005,0.049306,3.524,high_bd,unknown,,
NW,135,"Brakel, Stadt",0,5,3,218,3.597,-1.304,-0.816,0.000393,6.69,high_bd,unknown,,
NW,135,"Brakel, Stadt",5,14,3,513,3.525,-0.796,-0.498,0.0,2.434,high_bd,unknown,,
NW,135,"Höxter, Stadt",0,33,3,491,4.927,1.794,1.122,0.0,2.575,high_bd,unknown,,
NW,135,"Marienmünster, Stadt",0,0,2,112,2.344,-2.344,-1.466,0.072439,8.893,high_bd,unknown,,
NW,135,"Nieheim, Stadt",0,5,2,194,3.881,-1.304,-0.816,0.000537,4.833,high_bd,unknown,,
NW,135,"Steinheim, Stadt",0,5,1,143,3.225,0.271,0.17,0.00993,3.05,high_bd,unknown,,
NW,135,"Warburg, Hansestadt",0,16,2,392,3.583,0.498,0.312,1e-06,2.033,high_bd,unknown,,
NW,135,"Willebadessen, Stadt",0,2,1,78,3.731,-1.167,-0.73,0.054462,6.184,high_bd,unknown,,
NW,135,Augustdorf,0,16,3,549,5.425,-2.511,-1.571,0.0,2.228,high_bd,unknown,,
NW,135,"Horn-Bad Meinberg, Stadt",0,2,1,66,3.793,-0.763,-0.477,0.081803,7.438,high_bd,unknown,,
NW,135,"Horn-Bad Meinberg, Stadt",0,24,3,394,5.351,0.74,0.463,0.0,3.384,high_bd,unknown,,
NW,135,"Horn-Bad Meinberg, Stadt",5,17,3,559,4.245,-1.204,-0.753,0.0,2.175,high_bd,unknown,,
NW,135,"Lügde, Stadt der Osterräder",0,2,1,164,3.281,-2.061,-1.29,0.004607,2.568,high_bd,unknown,,
NW,135,"Lügde, Stadt der Osterräder",0,13,1,175,4.206,3.223,2.016,0.000636,2.362,high_bd,unknown,,
NW,135,"Schieder-Schwalenberg, Stadt",0,37,3,564,5.043,1.517,0.949,0.0,2.149,high_bd,unknown,,
NW,135,"Schieder-Schwalenberg, Stadt",0,5,0,338,5.456,-3.976,-2.488,0.0,-0.711,large_negative_resid,unknown,,
NW,135,Schlangen,0,23,3,485,4.627,0.115,0.072,0.0,2.615,high_bd,unknown,,
NW,136,"Lichtenau, Stadt",0,0,0,74,3.232,-3.232,-2.022,0.091453,-0.711,large_negative_resid,unknown,,
NW,136,"Lichtenau, Stadt",0,16,3,451,3.017,0.531,0.332,1e-06,2.866,high_bd,unknown,,
NW,136,"Lichtenau, Stadt",0,4,2,115,3.198,0.281,0.176,0.025294,8.642,high_bd,unknown,,
NW,136,"Paderborn, Stadt",0,65,5,891,5.361,1.934,1.21,0.0,2.307,high_bd,unknown,,
NW,136,"Paderborn, Stadt",0,43,5,703,4.73,1.386,0.867,0.0,3.114,high_bd,unknown,,
NW,136,"Paderborn, Stadt",5,10,2,347,3.307,-0.426,-0.266,1e-05,2.389,high_bd,unknown,,
NW,136,"Salzkotten, Stadt",0,24,3,546,4.056,0.339,0.212,0.0,2.244,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,14,1,404,8.338,-4.873,-3.049,0.0,0.62,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,19,2,225,11.732,-3.288,-2.057,0.0,4.069,large_negative_resid|high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,20,0,258,11.465,-3.713,-2.323,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,8,0,410,5.196,-3.245,-2.03,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,29,6,515,8.92,-3.289,-2.058,0.0,5.555,large_negative_resid|high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,20,0,416,8.293,-3.486,-2.181,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,8,2,187,8.366,-4.088,-2.558,0.0,5.041,large_negative_resid|high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,5,3,208,9.516,-7.113,-4.45,0.0,7.046,large_negative_resid|high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,20,1,498,7.502,-3.486,-2.181,0.0,0.369,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,22,0,351,9.536,-3.269,-2.045,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,32,3,527,7.136,-1.063,-0.665,0.0,2.35,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,2,0,325,4.596,-3.981,-2.491,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,26,4,716,7.45,-3.819,-2.389,0.0,2.293,large_negative_resid|high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,8,1,545,5.14,-3.672,-2.297,0.0,0.275,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,18,0,342,9.274,-4.011,-2.51,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,28,0,444,10.206,-3.9,-2.44,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",0,17,1,309,9.149,-3.648,-2.282,0.0,1.029,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,16,4,154,9.533,0.857,0.536,0.0,13.258,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,20,4,273,7.793,-0.467,-0.292,0.0,7.169,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,24,4,690,6.326,-2.848,-1.782,0.0,2.406,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,12,0,578,5.43,-3.353,-2.098,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,26,2,918,6.404,-3.572,-2.235,0.0,0.46,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,21,2,477,7.784,-3.382,-2.116,0.0,1.544,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,14,0,291,9.024,-4.213,-2.636,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,18,2,786,5.521,-3.23,-2.021,0.0,0.657,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,19,1,351,8.634,-3.22,-2.015,0.0,0.821,large_negative_resid,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,25,2,357,9.802,-2.799,-1.752,0.0,2.302,high_bd,unknown,,
NW,137,"Hagen, Stadt der FernUniversität",5,26,2,320,8.081,0.044,0.027,0.0,2.65,high_bd,unknown,,
NW,137,"Breckerfeld, Hansestadt",0,9,2,279,4.637,-1.411,-0.883,2e-06,3.144,high_bd,unknown,,
NW,137,"Breckerfeld, Hansestadt",0,4,1,265,4.834,-3.325,-2.08,3e-06,1.318,large_negative_resid,unknown,,
NW,137,"Breckerfeld, Hansestadt",5,27,3,534,6.208,-1.152,-0.721,0.0,2.31,high_bd,unknown,,
NW,137,"Ennepetal, Stadt der Kluterthöhle",0,35,3,585,6.454,-0.471,-0.295,0.0,2.047,high_bd,unknown,,
NW,137,"Ennepetal, Stadt der Kluterthöhle",0,25,4,785,4.909,-1.724,-1.079,0.0,2.029,high_bd,unknown,,
NW,137,"Gevelsberg, Stadt",0,15,0,347,8.153,-3.831,-2.397,0.0,-0.711,large_negative_resid,unknown,,
NW,137,"Gevelsberg, Stadt",0,12,1,611,5.327,-3.363,-2.104,0.0,0.169,large_negative_resid,unknown,,
NW,137,"Gevelsberg, Stadt",0,5,1,215,6.51,-4.185,-2.618,1e-06,1.79,large_negative_resid,unknown,,
NW,137,"Gevelsberg, Stadt",5,26,1,1173,5.472,-3.255,-2.037,0.0,-0.253,large_negative_resid,unknown,,
NW,137,"Schwelm, Stadt",5,26,4,555,5.299,-0.615,-0.385,0.0,3.165,high_bd,unknown,,
NW,138,"Hattingen, Stadt",0,36,3,567,5.965,0.384,0.24,0.0,2.134,high_bd,unknown,,
NW,138,"Hattingen, Stadt",0,30,3,499,5.46,0.552,0.345,0.0,2.522,high_bd,unknown,,
NW,138,"Hattingen, Stadt",0,53,6,1062,5.892,-0.901,-0.564,0.0,2.327,high_bd,unknown,,
NW,138,"Hattingen, Stadt",0,36,6,1172,4.351,-1.279,-0.8,0.0,2.042,high_bd,unknown,,
NW,138,"Hattingen, Stadt",0,14,3,483,3.677,-0.779,-0.487,0.0,2.629,high_bd,unknown,,
NW,138,"Hattingen, Stadt",5,15,3,387,4.254,-0.378,-0.237,0.0,3.458,high_bd,unknown,,
NW,138,"Hattingen, Stadt",5,13,3,519,4.263,-1.759,-1.1,0.0,2.397,high_bd,unknown,,
NW,138,"Hattingen, Stadt",5,11,3,572,4.271,-2.348,-1.469,0.0,2.109,high_bd,unknown,,
NW,138,"Hattingen, Stadt",5,16,5,503,4.629,-1.448,-0.906,0.0,4.635,high_bd,unknown,,
NW,138,"Wetter (Ruhr), Stadt",0,22,7,744,3.951,-0.994,-0.622,0.0,4.349,high_bd,unknown,,
NW,138,"Wetter (Ruhr), Stadt",5,32,5,947,4.168,-0.789,-0.494,0.0,2.128,high_bd,unknown,,
NW,138,"Witten, Stadt",0,28,3,586,5.925,-1.147,-0.717,0.0,2.042,high_bd,unknown,,
NW,138,"Witten, Stadt",0,16,4,446,5.07,-1.483,-0.928,0.0,4.112,high_bd,unknown,,
NW,138,"Witten, Stadt",0,35,4,677,6.023,-0.853,-0.534,0.0,2.466,high_bd,unknown,,
NW,138,"Witten, Stadt",0,18,3,470,4.38,-0.551,-0.344,0.0,2.722,high_bd,unknown,,
NW,138,"Witten, Stadt",5,45,7,804,6.044,-0.447,-0.28,0.0,3.971,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,28,3,521,5.962,-0.588,-0.368,0.0,2.386,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,34,5,670,5.316,-0.242,-0.151,0.0,3.302,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,32,3,543,5.047,0.846,0.529,0.0,2.26,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,37,3,594,5.949,0.28,0.175,0.0,2.005,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,33,4,639,5.3,-0.136,-0.085,0.0,2.655,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,37,4,701,5.017,0.262,0.164,0.0,2.358,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,33,4,780,4.718,-0.487,-0.305,0.0,2.047,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,42,4,693,4.774,1.287,0.805,0.0,2.393,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,30,2,380,5.606,2.289,1.432,0.0,2.119,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,29,4,737,4.136,-0.201,-0.126,0.0,2.208,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",0,41,5,717,4.392,1.326,0.83,0.0,3.039,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,13,3,514,5.794,-3.265,-2.043,0.0,2.428,large_negative_resid|high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,35,5,720,5.413,-0.552,-0.345,0.0,3.024,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,30,4,757,4.443,-0.48,-0.3,0.0,2.131,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,25,4,674,5.475,-1.766,-1.105,0.0,2.481,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,23,4,371,5.257,0.942,0.59,0.0,5.087,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,23,5,953,4.352,-1.938,-1.213,0.0,2.11,high_bd,unknown,,
NW,139,"Bochum, Stadt (Teil)",5,28,4,539,4.638,0.557,0.349,0.0,3.28,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",0,42,5,659,5.328,1.045,0.654,0.0,3.369,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",0,44,7,795,4.67,0.865,0.541,0.0,4.024,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",0,38,4,752,4.988,0.066,0.041,0.0,2.149,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,32,4,698,4.342,0.243,0.152,0.0,2.371,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,15,4,691,3.781,-1.61,-1.007,0.0,2.402,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,25,7,807,3.953,-0.855,-0.535,0.0,3.954,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,18,5,630,5.211,-2.354,-1.473,0.0,3.557,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,33,3,512,5.235,1.21,0.757,0.0,2.44,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,30,4,674,4.193,0.258,0.162,0.0,2.481,high_bd,unknown,,
NW,140,"Bochum, Stadt (Teil)",5,10,2,349,4.9,-2.035,-1.273,0.0,2.371,high_bd,unknown,,
NW,140,"Herne, Stadt",0,45,5,725,6.116,0.091,0.057,0.0,2.998,high_bd,unknown,,
NW,140,"Herne, Stadt",0,24,4,634,4.79,-1.005,-0.629,0.0,2.682,high_bd,unknown,,
NW,140,"Herne, Stadt",0,35,4,734,4.705,0.063,0.04,0.0,2.22,high_bd,unknown,,
NW,140,"Herne, Stadt",0,27,4,632,5.048,-0.776,-0.486,0.0,2.693,high_bd,unknown,,
NW,140,"Herne, Stadt",0,24,4,775,4.129,-1.033,-0.646,0.0,2.065,high_bd,unknown,,
NW,140,"Herne, Stadt",5,35,5,877,4.494,-0.504,-0.315,0.0,2.355,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,41,4,749,4.503,0.971,0.607,0.0,2.161,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,17,3,565,2.977,0.032,0.02,0.0,2.144,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,15,4,457,3.331,-0.049,-0.031,0.0,3.996,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,20,3,432,4.522,0.107,0.067,0.0,3.024,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,36,6,704,5.737,-0.623,-0.39,0.0,3.872,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",0,29,3,518,4.685,0.913,0.571,0.0,2.403,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",5,7,3,534,3.772,-2.461,-1.54,0.0,2.31,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",5,19,3,527,4.692,-1.086,-0.68,0.0,2.35,high_bd,unknown,,
NW,141,"Dortmund, Stadt (Teil)",5,39,5,792,5.202,-0.278,-0.174,0.0,2.684,high_bd,unknown,,
NW,142,"Dortmund, Stadt (Teil)",0,27,3,388,6.464,0.495,0.31,0.0,3.447,high_bd,unknown,,
