Wahlkreis,swing_BSW,swing_AfD,swing_FDP,swing_Die Linke,swing_SPD,swing_CDU,swing_GRÜNE,swing_CSU,swing_FREIE WÄHLER
33,-0.6933000923150443,4.681114609294259,-1.4443442268470432,4.893166350721564,3.5836229425540522,-3.011977900145929,-0.043971004153357814,0.0,-0.8756761034207416
34,-0.8182667873212954,4.9578813323977,-0.9815553969102854,5.252183113641248,3.1066131369352314,-3.4260127541880845,-0.3074412279807868,0.0,-0.5382678711957118
35,-0.8129126908234052,5.016297171342382,-1.5831348394721876,5.196490729032424,4.559315878722613,-4.318756808803636,-0.5718028052470616,0.0,-0.5786959146539267
36,-0.6573752009160587,4.040222959403636,-1.9483408213668345,5.035180469885152,3.729461122569158,-1.5189062153908341,-0.337146148181,0.0,-0.5794392899519655
37,-0.7065016050501975,4.2354165593402895,-1.6852986579706566,6.547615100295615,3.307781317046826,-2.334974883051427,-0.8251043609951588,0.0,-0.29028486619413313
38,-0.7994356529748156,5.256979794184265,-1.1297338319397827,5.117937571960785,3.119582547772654,-4.2725694090329425,-0.6545512317630998,0.0,-0.41785818967630434
39,-0.4055163903642159,3.5127003639971073,-1.3215043569076468,8.181442414322337,4.320350957250313,-2.7240703515079567,-1.5066933664474926,0.0,-0.10597189416782324
40,-0.5807357611432568,4.946879127047795,-1.0077539640230588,4.984901116428806,3.469034791299566,-3.7888136075941325,-0.5345349833789045,0.0,-1.0505278678299508
41,-0.3754589226531157,3.018335383439174,-1.2795840013885664,10.326164758507405,3.727798455557393,-0.5733632769286601,-2.189913406279313,0.0,-0.2208927010525829
42,-0.3754589226531157,3.018335383439174,-1.2795840013885664,10.326164758507405,3.7277984555573935,-0.5733632769286601,-2.189913406279313,0.0,-0.2208927010525829
43,-0.37223049946051145,3.898917535689699,-1.4360138490003918,5.283473094269807,3.2601315657540146,-2.6996553201458102,-0.4522374893488302,0.0,-0.19782396401745073
44,-0.5959255469134781,4.966220007900803,-1.3966137325212789,5.213621442333701,3.2990540955527683,-3.690909698349347,-0.32128642150083847,0.0,-0.5395611957313909
45,-0.3959631311325442,5.175822919918553,-1.4931855047932976,4.954014642696445,2.942439270054472,-3.121708310160633,-0.23341834780035128,0.0,-0.6171581279130839
46,-0.7270748804701382,4.708395765816362,-1.4510359426349497,4.984384308045112,2.960994766978443,-2.9225954819232536,-0.5782364808805798,0.0,-0.47962459362263454
47,-0.5447115807649677,3.948662767543343,-1.298184764829888,5.635053028991106,3.3895003148275857,-2.636786822719185,-0.2866472932370947,0.0,-0.5200200195637172
48,-0.6094207987756989,4.426454545786173,-1.0464432372414418,6.112808447099309,3.297657872920329,-3.6780900904127325,-0.6974047588036733,0.0,-0.4371997253274547
49,-0.7365229451453077,4.386946953621225,-1.3340397891092939,5.896448470953873,2.5523719100253044,-2.624965222401429,-0.525930880650325,0.0,-0.3685944757439889
50,-0.4732849497093569,4.227553246263668,-1.5311714056999293,7.95090139382619,2.611754673913449,-0.516055620435381,-0.4329520773625397,0.0,-0.1521316728856329
51,-0.7003267105811535,4.311468268054891,-1.2469872738985102,6.590878905045342,3.362255309838277,-2.560977706344857,-0.912098677481361,0.0,-0.44479092937150083
